fname,aff/tps/homo,t1(A11/H11),t2(A12/H12),t3(A13/H13),t4(A21/H21),t5(A22/H22),t6(A23/H23),t7(H31),t8(H32),t9(H33),t10,t11,t12,t13,t14,t15,t16,t17,t18
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/49_20240115_164250.dng,2,16.126403824273687,9.064104916748931,-2690.5432157667724,1.3656748143525852,23.428245923097787,-2419.625463353675,0.013302687757673128,0.030434543252467125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/71_20240115_165838.dng,2,0.9007952863142392,-0.07313191801154023,-28.85231249141593,-0.36784041244365706,0.6366840147296992,205.09321890076802,-0.000285638859353309,-0.0003235925575731977,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/56_20240117_182629.dng,2,5.562488333506263,1.3558980607695001,-993.2483874313181,0.33165379031422704,4.061711431435647,-432.56821528570936,0.004246603754018545,0.002703169829582827,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/55_20240124_145251.dng,2,1.2841400547113515,-0.7658390880736236,99.84100257426022,0.5592533315351782,0.3950434200279726,-87.63524399966822,0.0015175193995237404,-0.0021202631645055392,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/47_20240115_162910.dng,2,0.10496095458837462,-0.13084452841772246,219.66908028950368,-0.19014670149040527,0.4604602775503896,76.97613664418637,-0.0010355554581010693,-0.0002471215733918822,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/22_20240124_144948.dng,2,1.3493955056841895,-0.7070503475290054,134.67074571478628,0.3336039200094315,0.3941582729575484,85.08972433291798,0.001130205572244836,-0.0012516934676326625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/69_20240115_162734.dng,2,0.3773331961469231,-0.0038746677069886734,172.7691667104292,-0.019554780071245413,0.8713491533562004,-69.84327523989009,-0.0007079926448075872,-1.156617225967437e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/51_20240119_212132.dng,2,1.1486456999193548,0.8952997621419572,-174.67972107585132,0.36011574403490737,2.377183923234888,-381.8693610360048,-0.0006878231582942183,0.002411616418304948,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/82_20240116_203110.dng,2,0.08976581561525987,-0.07876838019088457,135.4530711565558,-0.2975006936455869,0.3720186347638079,154.14216687794698,-0.0012359503114532592,-0.00013267123126550388,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/17_20240115_125031.dng,2,0.4384342169463552,-0.3916985633035874,144.53621625802475,-0.17107232860294452,0.18495019788416456,159.76748465035328,-0.0004707342008124795,-0.000877059852779329,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/19_20240115_161326.dng,2,1.3395936860734907,-0.1068818154822014,-108.04301645285813,0.3827664770643642,1.0698299637731759,-178.0729631521656,0.0009217926069329976,-0.001098210872092542,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/08_20240115_172307.dng,2,32.10180704175707,1.9867429334480489,-6926.859439694586,10.315757320475829,11.371717660554571,-3077.144163037049,0.03532081040550149,-0.0028118334498395767,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/05_20240118_160048.dng,2,0.3799616949675437,-0.06906748098005305,172.77295409181585,0.03081397591289868,0.9141101854262637,-39.74012843877377,-0.0006448455745514084,0.00028385258468574504,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/20_20240115_161517.dng,2,1.4562519209859603,0.30127958318325143,-180.60251041877632,0.25656109644094244,1.6978340091899267,-178.74134688792873,-0.00014149197399685018,0.001092758695525294,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/23_20250312_194544.dng,2,-7.128895323641893,-3.37391167316711,1938.3030374660407,-1.3982734507347598,-5.568589213253026,809.1406453138001,-0.007244021589252724,-0.00733758814954897,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/11_20240115_161454.dng,2,1.014559881391016,0.31599260690140285,-122.7164618866984,0.09415352485906392,1.6276305988644282,-161.70533162240332,-0.0006347743198018795,0.0011583125432553442,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/73_20250312_193132.dng,2,1.0173625033413525,-0.7976639814676036,172.69021035099559,0.4095524772273944,0.4197385538479224,-65.76457343778998,0.00043735918585557253,-0.0013073959921393633,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/02_20250312_194033.dng,2,1.4101105336704511,0.2277622950391157,-13.04135592157565,0.22090012717654256,1.480738644392542,-91.98326608156384,0.0005772662804269164,0.0006279013780074688,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/100_20250201_112145.dng,2,4.799230952215178,4.973759254101998,-1182.921673745041,0.7161316306559229,7.727385469609429,-1015.1871707396324,0.0015931173462677914,0.01235862594475006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/96_20240115_170843.dng,2,1.9837747069805245,-0.04968917800573208,-248.5869320040847,0.28922130910911115,1.6018538655478525,-166.76035720472274,0.0007987066725687743,0.00039053227865562095,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/75_20250201_151541.dng,2,1.4793529690087328,1.7146916646952153,-334.8175254317442,-0.3301681649712261,3.0742999369134862,-159.18953394842356,-8.102673290753186e-05,0.003919840706568893,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/83_20240119_212217.dng,2,1.9888895108948723,0.15394015132309688,-129.02471375838473,0.37700048077399817,1.9378182520683456,-189.22550275458542,0.0014501427503565345,0.0004887319970451991,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/40_20250201_112049.dng,2,1.3397695735043211,-0.7190567968290817,104.78020641343649,0.5931723824028455,0.35914533233600016,-71.20986040305701,0.0012195358224695915,-0.0018866899384398104,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/06_20240115_124454.dng,2,0.3966594738061933,-0.5669045339070121,226.04601782591442,-0.04156916699712937,0.1301964927363421,129.98881162912355,-0.0005724269084624723,-0.0008174163756391907,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/81_20241026_223226.dng,2,0.5627659678300883,-0.05503094011086344,-0.13726868119137234,-0.1729742523619992,0.3051236628406476,178.25134691965337,-0.0006905403295073242,-0.00043677285859292217,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/84_20250312_195624.dng,2,0.5894037646346416,-0.23161940297162065,86.77913680863823,-0.11654734720139592,0.7727294607412091,28.52220427936904,-0.0005789873983505397,-0.00023647617605781362,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/99_20240119_211937.dng,2,-9.617044476364418,0.12496762191818668,1827.4478065320914,-2.955110242462712,-3.081545670756036,866.9428968375281,-0.01325310110072366,-0.00012558771124246586,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/21_20240115_124228.dng,2,-12.293069277317148,-5.831599747498628,3481.5121654041827,-2.3208700121528305,-10.100915160158985,1699.4536524548141,-0.011770280396194295,-0.011510537683158007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/89_20250201_151528.dng,2,0.7695104696886371,-0.2334445062740948,147.48839730293713,-0.07474643816993268,0.7492297389423535,101.7985011526779,-3.1517066993617356e-05,-0.00014604246011381422,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/64_20250201_141908.dng,2,-5.193616459640293,-1.979595766634512,1428.7407884435424,-0.9802050299625804,-3.5658880783415885,660.346869712342,-0.005961851366806192,-0.0042672484808251795,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/43_20241107_171651.dng,2,0.25618952952774066,-0.4767316123738351,207.65347402786202,-0.11161892126728104,0.1999681574419614,83.2334603757842,-0.00034492121100875066,-0.0013478286284468385,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/35_20240119_212313.dng,2,1.7365203664727142,-0.44473505014237424,-101.54314720812555,0.5434412529404522,0.9735514423672316,-107.43246254797856,0.00122518674425324,-0.0010497915892864352,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/13_20240115_124553.dng,2,0.3092714187866875,-0.28813685815480344,233.5451908952787,-0.3068270747803932,0.9397205377905672,50.964185425583906,-0.0007710721355245541,-1.4472860074274787e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/80_20240115_162646.dng,2,0.6587682672233799,-0.6288293512719387,223.3109719322664,-0.048287326992964064,0.4509085285703222,91.81776849918812,-0.00011404933116833188,-0.0006533673548287329,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/61_20240124_151116.dng,2,3.358230132428132,0.2798404914286225,-640.5929747353483,0.10332836895609647,2.2410322550348245,-205.34299821550889,0.0014904312746821366,0.0009330569382762435,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/48_20250312_193628.dng,2,6.2233761329306825,-0.2636581067472239,-1105.97280966771,2.176780074155515,2.2710536253777147,-481.37311178249655,0.006462853611645354,-0.0009126384692849793,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/34_20240119_211835.dng,2,0.3738923017618623,-0.24708773126018824,208.6836367039397,-0.19046978437624654,0.5215289522294677,120.0078143278241,-0.00018354868970187318,-0.0006556504029714902,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/01_20240115_161923.dng,2,0.9719212232368616,-0.02013272759086214,-34.485777797948195,-0.04144010732269505,0.9276295465789074,62.204146441042134,-0.00015743039038414397,5.562720483561479e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/62_20240115_165821.dng,2,2.5343697061092048,0.4468504535640539,-149.73783265984432,0.9078113903513132,2.4301881695906298,-416.67530683326345,0.00134119355940883,0.0026942382789791114,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/90_20250312_195623.dng,2,0.654008366753962,-0.5289321951342822,189.7653593613584,-0.04971961464013788,0.31256583969064233,85.4125210328553,0.00034886074668218,-0.0015811014258061875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/31_20240115_162008.dng,2,1.5948140882731976,0.3392523940718564,-143.16458493560197,0.3828456355039777,0.9184605980068687,-0.9823012295668648,0.0011205732792050943,1.2371940277210945e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/24_20240115_162237.dng,2,8.808366662626842,11.50351472548793,-2989.675433280846,-1.1864204050302836,17.419772350826328,-1576.1552539086324,0.003266559320371021,0.02610433944514686,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/28_20240119_172401.dng,2,0.1614692672599608,-0.6591745940313388,269.78223615738534,-0.12422771898555952,0.04138562822475445,116.59428818296672,-0.00031770240612233065,-0.0017018547212432151,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/10_20240115_124505.dng,2,0.2944855686860331,0.28827971317977263,106.91418822943592,-0.14490254653019133,0.8476682432993163,32.957401631303036,-0.0008719071397540758,0.0005186291594058642,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/33_20240115_124946.dng,2,0.3397769449174358,-0.2715727141430199,150.31560531654898,-0.4281627298936481,0.3946291002390789,206.16709429099973,-0.0007067511177775274,-0.0006795482006968789,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/88_20250201_105928.dng,2,0.11056417648251647,0.04137099014288692,138.7416932051038,-0.3990163885197838,0.451361568433169,185.9480687371885,-0.0011266262771859625,-0.00011572562179525724,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/94_20250201_112208.dng,2,0.35013105517266285,-0.106242044098879,98.05997023766564,-0.2065692297878504,0.29078967287146024,147.33979040693114,-0.000676221840751555,-0.0004980620210392289,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/04_20240115_162128.dng,2,0.42208954454015823,0.23335912381149004,195.00698406148368,0.08748560031636067,1.4433937690204777,-134.66098932274068,-0.0002802565292893851,0.0007225632296556158,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/59_20250312_193200.dng,2,0.4254194107092557,-0.062375819990798324,83.35361204070568,-0.3798838319507536,0.4529504096195195,187.18724680702942,-0.0005633968705384653,-0.0005121138829580655,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/86_20240124_151305.dng,2,0.8505538556180556,2.3024799669244604,-296.3484716540989,-0.3794501856172003,3.2920150317972734,-196.2052920874342,-0.001182743725765898,0.0045871681793003705,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/32_20240119_211734.dng,2,2.6159612756952177,1.0908617063004928,-525.1827214772654,0.8753787731843925,4.076254315751459,-756.4568528312833,0.00013750059267499636,0.004261548541157631,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/09_20240115_160443.dng,2,1.2850674480135056,-0.7025650080336715,86.95635921814112,0.2943507827853644,0.4790069060834744,35.0684522228696,0.0010484028921230288,-0.0015456663524016825,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/72_20250201_141316.dng,2,0.2422758038716508,-0.2272932245787236,225.80280082666766,-0.1957481209578782,0.4069218668065646,154.45100095622342,-0.0005047378154198214,-0.0004648949249336762,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/38_20240115_125524.dng,2,1.128085030811539,0.30561799634767384,-135.50547779399466,-0.14741766066989007,1.0741763357526766,68.00072416539531,0.0002556131439468531,-0.00023991057788886515,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/78_20240124_145046.dng,2,0.09465335307360724,-0.22082009459803634,165.72542003526502,-0.4054129099156067,0.2519478269066653,218.95796985727054,-0.0010414587284160119,-0.0005058791074735603,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/15_20250312_193438.dng,2,2.8071217127908565,2.2123405158566163,-394.27956767175937,1.2581958950453305,4.92590871540684,-886.8465510119728,0.0020439540266058267,0.0057368396897516894,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/53_20240119_204848.dng,2,11.353784642736418,11.75933082387376,-3579.189790668611,0.4002489793028638,21.580492491287814,-3057.202440233184,0.0021711939206570567,0.029585467160692106,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/27_20240124_150307.dng,2,-2.1293329327926203,-3.3142993040604685,915.279226956393,-0.678061215974914,-5.184757756304336,926.3925299153876,-0.0014915969892688766,-0.00902051102321464,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/85_20240115_161612.dng,2,1.2417088159915717,-0.5628377915414813,73.03459151490215,-0.09282099756170333,1.0371374310228885,2.316250744878112,0.0009039784394783752,-0.0008616733904875317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/36_20240119_211807.dng,2,0.6527817004354349,0.7567648103783544,-76.64302380371605,-0.2047185550301169,2.052640390143225,-159.96319593072232,-0.0010773904478594896,0.0018248637044018187,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/91_20240115_170155.dng,2,0.06745245281227719,-0.31628436741467064,213.93794682420327,-0.17836555145244298,0.32724318251051243,77.89548305748995,-0.0009938835806492237,-0.0005799814461239282,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/54_20240124_150948.dng,2,0.8954472205891677,0.07198618815979707,-73.89212462705642,0.03676978474667953,0.7646837602044099,-4.811570137021832,-6.518325926979998e-05,-0.0006274201684515401,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/66_20240116_202844.dng,2,2.6940473934578586,0.26803364741655233,-453.0950940289402,0.038943759066378925,2.257897548321352,-214.17347325501183,0.0018666387868808442,0.00027444164194514954,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/76_20240124_151711.dng,2,1.2530215470161956,-0.24094677787707194,11.151134941910543,0.027634917088672925,1.34038092046471,-116.77466785820856,-2.8671432826919207e-05,0.0004112054413663084,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/46_20250201_103017.dng,2,2.8054132982890407,0.6843448422338533,-389.61027438176905,0.6796111929699135,2.3074804534534197,-323.8755525467108,0.0014210239868318966,0.0019377298129638766,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/03_20240116_135153.dng,2,0.6980583029745235,0.7985658191530114,-59.74347057060543,0.0669251562264634,1.8725946892145189,-158.36422121753213,-0.0012020397739025668,0.002326159790731852,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/18_20241026_223212.dng,2,-14.684697168195,-3.1232994054217245,2693.1159931472157,-4.387508817897783,-15.775748261614304,3239.1752494205152,-0.01925660922436078,-0.012139305989452023,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/mnt/ssd2tb/boat/thesis/s21fe_dataset/raw_edgeContrastIndex_top100/58_20240119_204806.dng,2,-4.464039510864418,-19.137744506967348,3324.0973034201506,1.250459782714643,-26.83080909578176,3146.298450745487,0.006117241547306068,-0.048213241742182035,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
