obj,im1,im2,Him,Wim,H11,H12,H13,H21,H22,H23,H31,H32,H33
ll_moss2,1,4,3000.0,4000.0,2.196993069297337,0.0056491801646151715,-455.14224523674,0.4981412393612319,1.9155054616845932,-955.1245922080468,0.0004935630013996946,-3.913235597929616e-06,1.003158990944559
ll_stone,1,4,3000.0,4000.0,2.3946778596723135,0.001158784163558128,-639.5436306571121,0.7429038835267745,2.2195346838084644,-1741.5251475890116,0.0005205703384567977,1.3587146418233461e-05,0.9834613413994966
ll_heartbeat,1,4,3000.0,4000.0,2.6553527670775843,-0.04008352485466375,-1236.203996694428,0.598086503418613,2.351896807262781,-1725.888637124433,0.000486495351126093,2.2293652693546805e-05,1.0058858108935866
ll_moss,1,4,3000.0,4000.0,2.1470006475013883,0.012041273421599191,-508.6093483952949,0.49735254501313275,1.9068589354522993,-1136.1763845869273,0.0004428221789589832,2.2050524012579016e-05,0.9996722657129264
ll_pavement,1,4,3000.0,4000.0,2.2498472002314847,-0.023154865634650416,-496.76672989087405,0.9073688074275322,1.8500824159581697,-1820.1641995025907,0.0004956710611114215,-6.53657357560235e-05,1.0
ll_ais,1,4,3000.0,4000.0,1.8918776373435644,0.011883152697574893,-521.2269053050724,0.5174762520590375,1.6210846907106844,-1027.6675628335,0.0003119921616289684,1.6800336301647583e-06,0.9922956768693992
ll_professor,1,4,3000.0,4000.0,2.1852352985613774,0.06674398825251694,-640.4710535194537,0.519014925756347,1.9648779312611897,-1488.7449728817248,0.0003632230464999394,3.0994713274867794e-05,0.9999999999999999
ll_cement,1,4,3000.0,4000.0,2.5172161126603325,0.07559093888127058,-583.3849903561885,0.7247214194976607,2.3397969836346686,-1926.0449951257262,0.0005483098739962953,2.672317548001917e-05,0.9999999999999999
ll_dragon,1,4,3000.0,4000.0,2.7635952069576084,0.04705935151290105,-1678.9766272995362,0.5005347006004427,2.3174909755694806,-1462.7074581907498,0.0004668672124241422,2.9391671329578323e-05,1.0
ll_mongkut,1,4,3000.0,4000.0,1.932620044440302,-0.01306943719874415,-367.15225042130646,0.41576009132658603,1.6457064722367392,-964.9743406039956,0.00029246309156770694,-1.1894760386151406e-06,1.000129864435201
