obj,im1,im2,Him,Wim,H11,H12,H13,H21,H22,H23,H31,H32,H33
ll_moss2,1,6,3000.0,4000.0,2.280300836820159,-0.0801769962292164,684.9468485117491,0.980821621583175,2.5572826181156456,-1800.6211115963904,0.0008246896336591743,-4.4351346393143975e-05,0.9804499991277152
ll_stone,1,6,3000.0,4000.0,2.441775016245978,0.09318886458951325,-135.5182268372954,0.9999215114860133,2.5638118147699442,-2248.6233495603115,0.0007198875149809178,-1.713013215351519e-05,0.9991416559292571
ll_heartbeat,1,6,3000.0,4000.0,6.764146555101336,0.02041221479222862,-2049.94185295968,2.432328854808496,7.727429577777318,-8038.770552646151,0.0022406264787985155,0.00013219613013039372,1.0357377186975751
ll_moss,1,6,3000.0,4000.0,2.564812999905198,-0.0567678848488435,475.9448194865005,1.0765315336334473,2.854520700668274,-2593.5260709020877,0.0008933405726154386,-1.2954334820359858e-06,0.9744197914340672
ll_pavement,1,6,3000.0,4000.0,2.7563090003396553,-0.0384020066031327,-335.78645952822336,1.6153777792777804,2.687747767172979,-3272.6917856299647,0.0008544434317782632,-0.00010963881505504452,1.0
ll_ais,1,6,3000.0,4000.0,2.348631789016695,-0.06690929550147828,-164.57855509330415,1.0193211020476471,2.187977202480521,-2064.564774293003,0.0006009844026015124,-4.357587360306467e-05,1.0281123370379068
ll_professor,1,6,3000.0,4000.0,2.877743413467949,0.09015352163670667,-298.17088090074753,1.2177451764681402,3.116040345461949,-3188.8235326445038,0.000846178715748879,4.079510255866259e-05,1.0170938604181092
ll_cement,1,6,3000.0,4000.0,3.7808502857369395,1.1453382286939398,-384.29087702427574,1.6082093942029607,4.867746200024241,-4532.471208344383,0.001293804068842712,0.000488522608422802,1.0
ll_dragon,1,6,3000.0,4000.0,11.30210424781647,0.30648739007736525,-6787.421402356398,3.3566498415032036,11.318453970692353,-11463.628572230431,0.0033286677521411605,0.00028657826673127054,1.0508809242369992
ll_mongkut,1,6,3000.0,4000.0,2.7196682653530884,0.021585435541672332,108.69703918222909,1.0841364693169333,2.743726211992305,-2520.064744877385,0.000776297499687122,-1.3660822825274356e-05,1.0153016683811222
ll_thaicult,1,6,3000.0,4000.0,3.865349705948553,-0.03450806988400952,-1223.8567949917717,1.2996414877748752,3.936485441328123,-3624.475898022592,0.0011272659435627404,3.5239959062977194e-05,0.9999183823274086
ll_taladnoi,1,6,3000.0,4000.0,4.281208981579424,0.04027167815834822,-1276.234203501236,1.3951616894803034,4.39727297124604,-3905.531850923066,0.001273402432609907,3.1854929582492725e-05,1.026623115261186
ll_melon,1,6,3000.0,4000.0,3.3097867370825487,0.10098667350602143,-824.9166046740421,1.1479119659073496,3.494317504137008,-3186.6700423499137,0.0009569456773442249,5.9941229115746504e-05,0.9605055856464274
ll_carforcat,1,6,3000.0,4000.0,7.008175083964314,0.22247210340909065,-2758.071015941581,2.3467103165776626,8.00128538600575,-7555.499898392512,0.0023049846675166187,0.00017914970167034886,0.9510871040193561
ll_seanema,1,6,3000.0,4000.0,3.9800338959132358,0.02996474771193732,-292.1336989458948,1.9269774083491735,4.576795166028757,-5013.359373232402,0.001395383154830606,1.7500912844435226e-05,0.9984944860385622
ll_robotcat,1,6,3000.0,4000.0,3.439679424971308,-0.2138907752124213,-146.92043638567318,1.5903098585454376,3.6593811338625066,-3790.6209625716033,0.0011428029354149701,-1.742494460281451e-05,1.000398217103426
ll_reddoor,1,6,3000.0,4000.0,5.601360446117813,0.43997614587898215,-2754.5128969416305,1.8211866011907867,6.197528263913421,-6315.039106156973,0.0017532848056319075,0.00014081079366746728,0.7995897996014332
ll_granite,1,6,3000.0,4000.0,4.148902620067078,0.09743678241664085,-1860.1941649835433,1.627294852297391,4.083494963308732,-4745.106841399438,0.0011209400485652859,2.7751165849993555e-05,0.9768143848652361
ll_taladcat,1,6,3000.0,4000.0,5.7383673950860965,0.343489206287142,-2770.5812666918914,1.703073504670715,6.13414725866657,-5579.549624739625,0.0017091878148235813,0.00014174033518338992,0.964328340657495
ll_taladlove,1,6,3000.0,4000.0,4.676055771019859,0.03332562170638706,-1837.163378379238,1.460775726897076,4.578313107088734,-4216.50169547309,0.0013306368114244513,5.562533422920369e-05,0.9806519033462281
ll_noodle,1,6,3000.0,4000.0,3.9876884751220367,0.04959780848600603,-655.4437833175338,1.1332121769810626,4.6257162107699,-3707.5145509916024,0.0012773291993386214,9.854152514144306e-05,0.9940938320042236
ll_chinesegirl,1,6,3000.0,4000.0,3.350891689239523,-0.07091497095892195,-654.3784132038708,1.1050630414315274,3.3927014975837317,-2790.520193275447,0.00098648653196822,1.90385789519852e-05,0.9733278612920001
ll_brick,1,6,3000.0,4000.0,1.8728632374333372,0.018152622438475506,926.7327683879628,0.875531749863659,2.0538012052750347,-1364.1790698610193,0.0006309777286454765,2.174184115951631e-05,1.0
ll_cats,1,6,3000.0,4000.0,19.333676371163808,0.9388047615959031,-12357.613158398275,6.888140459389309,21.249079865527225,-24634.504273535196,0.0061389114938490115,0.0005721550603850544,0.8075982570075815
ll_nobag,1,6,3000.0,4000.0,2.4218446327947083,0.05334925010262433,-220.16806130920352,1.5776040926727644,2.57389503727613,-3489.9923728790463,0.0006952731946474573,-1.6382899859390293e-05,0.9695694415463416
ll_starrynight,1,6,3000.0,4000.0,4.111524345239129,-0.13234502031290124,-515.4935554806856,1.7901024504112129,4.728344686496785,-5240.543700333175,0.0013584966435011261,2.275470469548796e-05,0.9799081032855671
ll_chinesnewyear,1,6,3000.0,4000.0,12.415200027950565,0.6264450142886216,-6895.748240592408,4.217378558513159,13.58181721780156,-14569.764921027458,0.0040723262026606645,0.00030403744839172485,1.0280550383605283
